X;Y;NUMERO_REGISTRO;NOMBRE;DIRECCION;PISO;NUMERO_EXPEDIENTE;CAPACIDAD;CLASE;ESTADO;DISPOSICION;FECHA_DISP_INSCRIPCION;NUMERO_DIPS;FECHA_DISP_RE_INSCRIPCION;NUMERO_DISP_DE_RECHAZO;FECHA_DISPOSICION_DE_RECHAZO;NUMERO_DISPOSICION_DE_RECALCULO_CAPACIDAD;FECHA_DISPOSICION_DE_CAPACIDAD;FECHA_DE_ENTREGA_NUEVA_REVALIDA;VENCIMIENTO;ESTADO_OBESERVACIONES;NOTIFICADO;FECHA_ENVIO;FECHA_DE_NOTIFICACION
-58.393625;-34.588921599999999;91;LOCOS X EL FUTBOL;LOPEZ, VICENTE 2056; ;11045/07;300;CC;BAJA INSC: DISP. NRO 003/2010;75;02/07/2007;72;18/07/2008; ; ;75;02/07/2007; ; ; ; ; ; 
-58.49734519999999;-34.596988899999999;119;LOOP;BEIRO, FRANCISCO AV. 3128; ;1527712/10;247;CC;INSCRIPCION VENCIDA;150;28/12/2010;66;24/05/2016; ; ;150;28/12/2010;23/06/2016;10/08/2016;INSCRIPCION VENCIDA; ; ; 
-58.43630499999999;-34.553095999999996;151;LOW;SUCRE, ANTONIO JOSE DE, MCAL. 646; ;21227052/16;479;C;INSCRIPCION 2016;99;20/10/2016; ; ; ; ;99;20/10/2016;16/05/2017;03/06/2017; ; ; ; 
-58.37981950000000;-34.609023999999998;140;LP;DE MAYO AV. 948; ;3142359/13;200;C;RENOVADO 2017;145;28/08/2013;77;17/08/2017; ; ;145;28/08/2013;06/09/2017;03/12/2017; ; ; ; 
-58.39509309999999;-34.587533000000001;66;MADAHOS;AZCUENAGA 1902; ;14781/05;396;C;BAJA INSCRIPCION DISP. NRO 65/2013;128;15/09/2005;125;28/09/2012; ; ;128;15/09/2005; ; ; ; ; ; 
-58.51800130000000;-34.639002400000003;74;MAGICO;RIVADAVIA AV. 10925; ;61559/05;1320;C;RENOVADO 2017;60;04/04/2006;48;07/04/2017; ; ;58;23/04/2007;04/08/2017;11/10/2017; ; ; ; 
-58.36645349999999;-34.609614399999998;111;MAGNOLIA;MOREAU DE JUSTO, ALICIA AV. 1007; ;1082617/09;100;CC;SUSPENDIDO;95;23/10/2009;108;30/09/2011; ; ;95;23/10/2009;23/04/2014;20/07/2014; ; ; ; 
-58.46759910000000;-34.632990599999999;98;MAIS- UM;ALBERDI, JUAN BAUTISTA AV. 2829; ;66474/07;504;C;RENOVADO 2017;86;04/09/2008;50;11/04/2017; ; ;86;04/09/2008;01/08/2017;27/10/2017; ; ; ; 
-58.3911759;-34.605603000000002;10;MALUCO BELEZA;SARMIENTO 1728; ;11304/05;1076;C;RENOVADO 2017;11;03/03/2005;15;20/02/2017; ; ;92;11/07/2006;13/07/2017;13/10/2017; ; ; ; 
-58.40193680000000;-34.5679187;44;MANDARINE;OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.; ;10611/05;1613;C;RENOVADO 2017;47;23/03/2005;19;24/02/2017; ; ;38;23/03/2009;01/09/2017;24/11/2017; ; ; ; 
-58.38273579999999;-34.628163100000002;69;MBURUKUJA;SALTA 1748; ;61556/05;1140;CLUB ART 1;RENOVADO 2017;7;13/01/2006;7;02/02/2017; ; ;7;13/01/2006;14/07/2017;20/09/2017; ; ; ; 
-58.37073310000000;-34.614363500000003;118;MOD;BALCARCE 563; ;1130684/10;586;C;RENOVADO 2016;123;22/10/2010;101;20/10/2016; ; ;123;22/10/2010;08/08/2017;03/11/2017; ; ; ; 
-58.39383970000000;-34.582762899999999;114;MODENA DESIGN;FIGUEROA ALCORTA, PRES. AV. 2270; ; 48.226/09.;581;C;INSCRIPCION VENCIDA;116;30/12/2009;1;06/01/2014; ; ;116;30/12/2009; ; ; ; ; ; 
-58.3705292;-34.6155689;14;MOLIERE;BALCARCE 682; ;10598/05;531;CC;RENOVADO 2017;19;09/03/2005;40;21/03/2017; ; ;69;20/07/2017;11/08/2017;03/11/2017; ; ; ; 
-58.3926242;-34.615715299999998;56;MONTECARLO;MEXICO 1863; ;10673/05;460;C;RENOVADO 2017;66;08/06/2005;61;16/06/2017; ; ;6;10/01/2006;23/03/2017;20/06/2017; ; ; ; 
-58.46728110000000;-34.6299815;100;MORENA;RIVADAVIA AV. 7217; ;54743/08;922;C;BAJA DE INSCRIPCION;95;05/11/2008;174;15/11/2013; ; ;95;05/11/2008; ; ; ; ; ; 
-58.37812389999999;-34.601528600000002;75;MUNDO LATINO;ESMERALDA 565;PLANTA BAJA;10631/05;300;CC;RENOVADO 2017;62;12/04/2006;49;11/04/2017; ; ;102;12/11/2009;26/07/2017;30/08/2017; ; ; ; 
-58.37467379999999;-34.614192500000001;40;MUSEUM;PERU 529; ;10666/05;1952;C;INSCRIPCION VENCIDA;43;22/03/2005;36;27/03/2009; ; ;80;13/07/2005; ; ; ; ; ; 
-58.45001609999999;-34.588747900000001;116;NEO CLUB;DUMONT, SANTOS 4060; ;1544367/09;500;C;INSCRIPCION VENCIDA;10;29/01/2010;11;24/02/2012; ; ;10;29/01/2010;15/02/2013;28/03/2013;INSCRIPCION VENCIDA; ; ; 
-58.42323869999999;-34.579653299999997;24;NEW METROPOLIS;SANTA FE AV. 4389; ;10628/05;1602;C;BAJA INSC: DISP. 77/2008 CONJUNTA;27;11/03/2005; ; ;61;07/04/2006;145;17/10/2005; ; ; ; ; ; 
-58.39277570000000;-34.589097899999999;33;NEW PORT;JUNIN 1715; ;10566/05;295;CC;BAJA INSCRPICION:DISFC-2015-55-DGFYC;36;17/03/2005;42;01/04/2015; ; ;54;23/03/2006; ; ; ; ; ; 
-58.43872979999999;-34.587240999999999;21;NICETO CLUB;VEGA, NICETO, CNEL. AV. 5508; ;10592/05;1118;C;RENOVADO 2017;24;10/03/2005;28;08/03/2017; ; ;58;06/05/2005;15/09/2017;06/12/2017; ; ; ; 
-58.37836066999999;-34.609403309999998;152;NIX PREVIUS;YRIGOYEN, HIPOLITO 847; ;63116/12;342;C;INSCRIPCION 2016;113;25/11/2016; ; ; ; ;113;25/11/2016;06/09/2017;03/12/2017; ; ; ; 
-58.37614409999999;-34.604600099999999;112;NON SERVIAM;SARMIENTO 667; ;1927/09;1100;C;INSCRIPCION VENCIDA;104;12/11/2009;129;11/11/2011; ; ;104;12/11/2009;16/11/2011;15/02/2012; ; ; ; 
-58.435741;-34.553319999999999;153;OLIVIA´S;FIGUEROA ALCORTA, PRES. AV. 6438; ;10727777/17;562;C;INSCRIPCION 2017;57;06/06/2017; ; ; ; ;57;06/06/2017;16/08/2017;03/09/2017; ; ; ; 
-58.49994980000000;-34.598600699999999;132;ONE MORE CLUB;BEIRO, FRANCISCO AV. 3334; ;207312/12;480;C;RENOVADO 2017;12;24/02/2012;23;07/03/2017; ; ;12;24/02/2012;13/09/2017;10/11/2017; ; ; ; 
-58.36574459999999;-34.598277000000003;28;OPERA BAY;GRIERSON, CECILIA 225; ;10674/05;1239;CC;BAJA INSC: DISP. 44/2008 CONJUNTA;31;15/03/2005;48;30/03/2007; ; ;32;17/03/2006; ; ; ; ; ; 
-58.43653849999999;-34.586396499999999;128;OPIUM GARDEN;JUSTO, JUAN B. AV. 1675; ;1653447/11;626; ;BAJA DE INSCRIPCION;111;07/10/2011;154;10/10/2013; ; ;111;07/10/2011; ; ; ; ; ; 
-58.38940219999999;-34.604909300000003;131;OYE CHICO;MONTEVIDEO 310; ;2204807/11;200;CC;RENOVADO 2016;146;22/12/2011;116;21/12/2016; ; ;146;22/12/2011;28/09/2017;13/10/2017; ; ; ; 
-58.42894960000000;-34.551011199999998;65;PACHA / PACHA BS AS;COST Y PAMPA/AV.OBLIGADO 6151; ;30712/05 -;1942;C;BAJA INSCRPICION: DISFC-2015-80-DGFYC;91;29/07/2005;97;20/08/2014; ; ;105;20/08/2010; ; ; ; ; ; 
-58.394638;-34.588374999999999;50;PAGANA;LOPEZ, VICENTE 2134; ;13361/05;364;CC;INSCRIPCION VENCIDA;53;21/04/2005;76;30/05/2014; ; ;66;21/04/2006;15/05/2015;17/08/2015;INSCRIPCION VENCIDA; ; ; 
-58.37967580000000;-34.610690599999998;20;PALACIO ALSINA;ALSINA, ADOLFO 934; ;10575/05;2140;C;RENOVADO 2017;23;10/03/2005;9;02/02/2017; ; ;9;02/02/2017;11/09/2017;03/12/2017; ; ; ; 
-58.42146309999999;-34.582367099999999;26;PALERMO CLUB;BORGES, JORGE LUIS 2450; ;10619/05;650;C;RENOVADO 2017;29;14/03/2005;35;16/03/2017; ; ;121;18/08/2005;08/08/2017;07/11/2017; ; ; ; 
-58.42748910000000;-34.624152799999997;57;PHUKET;LA PLATA AV. 735; ;20810/05;1593;CC;RENOVADO 2017;67;08/06/2005;59;09/06/2017; ; ;67;08/06/2005;21/07/2017;20/10/2017; ; ; ; 
-58.39238660000000;-34.588432099999999;71;PISO 1;JUNIN 1787; ;76735/05;150;CC;BAJA INSCRIPCION DISP. NRO 05/10;45;23/03/2006; ; ; ; ;45;23/03/2006; ; ; ; ; ; 
-58.42970590000000;-34.550510699999997;125;PIZZA BANANA;OBLIGADO RAFAEL, AV.COSTANERA 6201; ;736109/11;1143;C;INSCRIPCION VENCIDA;68;20/05/2011;59;29/05/2015; ; ;68;20/05/2011; ; ; ; ; ; 
-58.40513870000000;-34.608752600000003;51;POPULARISIMO;MITRE, BARTOLOME 2737; ;10662/05;200;C;BAJA DE INSCRIPCION;4;14/02/2007;71;05/05/2006; ; ;71;05/05/2006; ; ; ; ; ; 
-58.37073310000000;-34.614363500000003;82;POR VOS BS AS;BALCARCE 563;PLANTA BAJA;38142/06;586;C;BAJA INSC: DISP. NRO 002/2010;122;02/11/2006;98;12/11/2008; ; ;83;29/08/2008; ; ; ; ; ; 
-58.4264741;-34.592027799999997;94;PORTO SOHO;SCALABRINI ORTIZ, RAUL AV. 1425; ;64702/07;604;C;RENOVADO 2016;96;16/11/2007;108;14/11/2016; ; ;134;18/11/2011;28/04/2017;30/09/2017; ; ; ; 
-58.40945560000000;-34.569008799999999;136;POUND;SARMIENTO AV. Y CASARES AV.; ;1670344/12;894;C;INSCRIPCION VENCIDA;142;07/11/2012;131;05/12/2014; ; ;142;07/11/2012;27/04/2015;03/06/2015;INSCRIPCION VENCIDA; ; ; 
-58.39800950000000;-34.570536300000001;97;PRIVILEGE BA;OBLIGADO RAFAEL, AV.COSTANERA 1221; ;47762/07;2966;C;INSCRIPCION VENCIDA;526;27/02/2008;129;05/12/2014; ; ;526;20/02/2008; ; ; ; ; ; 
-58.38309019999999;-34.629107900000001;60;RADIO STUDIO;O'BRIEN 1232; ;20814/05;3050;C;RENOVADO 2016;72;13/06/2005;97;14/10/2016; ; ;104;27/11/2008;24/07/2017;20/08/2017; ; ; ; 
-58.37981950000000;-34.609023999999998;63;REQUIEM GOTIC;DE MAYO AV. 948; ;24460/05;186;CC;INSCRIPCION VENCIDA;85;19/07/2005;90;10/07/2006; ; ;19;06/03/2006; ; ; ; ; ; 
-58.47475579999999;-34.632230999999997;35;RETRO;RIVADAVIA AV. 7806; ;10667/05;1872;C;RENOVADO 2017;38;18/03/2005;38;17/03/2007; ; ;144/150;05/10/2005;15/09/2017;15/12/2017; ; ; ; 
-58.3747191;-34.612002599999997;3;REY CASTRO;PERU 342; ;11115/05;901;C;RENOVADO 2017;4;01/03/2005;18;22/02/2017; ; ;67;24/04/2006;01/09/2017;03/12/2017; ; ; ; 
-58.4927341;-34.636327700000002;124;RIVADAVIA 9131;RIVADAVIA AV. 9131; ;316734/11;120;CC;SUSPENDIDO;63;13/05/2011;70;18/05/2012; ; ;63;13/05/2011;17/07/2012;11/10/2012;SUSPENDIDO; ; ; 
-58.42452474000000;-34.590511929999998;134;ROOM;SCALABRINI ORTIZ, RAUL AV. 1648; ;540934/12;784;C;RENOVADO 2017;96;06/07/2012;65;29/06/2017; ; ;96;06/07/2012;06/07/2017;30/09/2017; ; ; ; 
-58.39801332999999;-34.570535049999997;156;ROSE IN RIO;OBLIGADO RAFAEL, AV.COSTANERA 1221; ;19176186/17;1013;C;INSCRIPCION 2017;81;25/08/2017; ; ; ; ;81;25/08/2017;25/08/2017;27/10/2017; ; ; ; 
-58.43450760000000;-34.585566800000002;130;ROSEBAR;HONDURAS 5445; ;2040335/11;1370;C;RENOVADO 2016;139;29/11/2011;112;24/11/2016; ; ;139;29/11/2011;29/09/2017;30/12/2017; ; ; ; 
-58.39609543000000;-34.58890237;80;RUANO;AZCUENAGA 1775;1ER PISO;31389/06;254;CC;RENOVADO 2016;100;11/08/2006;95;07/10/2016; ; ;100;11/08/2006;31/08/2017;17/11/2017; ; ; ; 
-58.43548160000000;-34.553100499999999;18;RUMI;FIGUEROA ALCORTA, PRES. AV. 6442; ;10834/05;765;CC;BAJA INSC: DISP. 40/13;21;10/03/2005;31;09/03/2012; ; ;149;02/11/2005; ; ; ; ; ; 
-58.39266899999999;-34.588915399999998;32;SAHARA;JUNIN 1735; ;10658/05;870;C;BAJA INSC: DISP. CONJUNTA NRO 74/11;35;17/03/2005;43;19/03/2010; ; ;46;23/03/2006; ; ; ; ; ; 
-58.38605739999999;-34.605279500000002;47;SALON AGUSTEO;SARMIENTO 1374; ;10587/05; ;ART 1;BAJA INSC: DISP. NRO 30/DGHP/2008;50;23/03/2005; ; ; ; ; ; ; ; ; ; ; ; 
-58.4162599;-34.644774900000002;86;SALON ROCK SUR;SAENZ AV. 459; ;83809/06;2346;C;RENOVADO 2017;5;23/02/2007;13;16/02/2017; ; ;90;23/10/2008;20/07/2017;20/10/2017; ; ; ; 
-58.45703369999999;-34.6263559;87;SEU DISCO;BOYACA AV. 28; ;72,693/05;186;CC;RENOVADO 2017;34;16/03/2007;36;16/03/2017; ; ;34;16/03/2007;27/07/2017;27/10/2017; ; ; ; 
-58.42507479999999;-34.596878699999998;148;SITGES;CORDOBA AV. 4119; ;361027/14;203;CC;RENOVADO 2017;33;15/03/2016;34;16/03/2017; ; ;33;15/03/2016;10/04/2017;10/05/2017; ; ; ; 
-58.39552659999999;-34.587416500000003;42;SODOMA;LOPEZ, VICENTE 2233; ;10671/05;300;CC;SUSPENDIDO DISP. NRO 26/DGHP/08;45;22/03/2005;1;18/01/2007; ; ;1;18/01/2007; ; ; ; ; ; 
-58.39146509999999;-34.605627900000002;13;SUDACA;SARMIENTO 1752; ;10622/05;980;C;RENOVADO 2017;18;07/03/2005;29;08/03/2017; ; ;134;05/08/2013;12/07/2017;13/10/2017; ; ; ; 
-58.47227689999999;-34.631800200000001;27;TABASCO PUB;MARTI, JOSE 17; ;10585/05;999;C;RENOVADO 2017;30;15/03/2005;27;08/03/2017; ; ;108;27/08/2010;15/09/2017;15/12/2017; ; ; ; 
-58.450837;-34.580135400000003;49;TEATRO VORTERIX;LACROZE, FEDERICO AV. 3453; ;10621/05;1584;CC;RENOVADO 2017;52;01/04/2005;47;31/03/2017; ; ;7;04/01/2006;28/09/2017;28/12/2017; ; ; ; 
-58.42975959999999;-34.550470199999999;110;TEQUILA;OBLIGADO RAFAEL, AV.COSTANERA 6211; ;49401/09;335;C;RENOVADO 2017;94;16/10/2009;85;08/09/2017; ; ;118;15/10/2010;27/06/2017;22/09/2017; ; ; ; 
-58.40193680000000;-34.5679187;120;TERRAZAS DEL ESTE;OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.; ;1602841/10;3095;C;RENOVADO 2016;10;10/02/2011;118;27/12/2016; ; ;118;27/12/2016;01/09/2017;24/11/2017; ; ; ; 
-58.41185829999999;-34.604652299999998;67;THE FLOWER;AGUERO 445; ;46266/05;405;C;RENOVADO 2016;156;18/11/2005;103;20/10/2016; ; ;156;18/11/2005;03/08/2017;27/10/2017; ; ; ; 
-58.3921347;-34.594625399999998;54;THE SHAMROCK;RODRIGUEZ PEÑA 1220; ;10556/05;396;CC;RENOVADO 2017;64;18/05/2005;52;04/05/2017; ; ;63;12/05/2006;27/07/2017;21/10/2017; ; ; ; 
-58.37492759999999;-34.598616499999999;101;THE SUB;CORDOBA AV. 543; ;40833/08;415;CC;RENOVADO 2016;100;14/11/2008;110;17/11/2016; ; ;100;14/11/2008;14/07/2017;13/10/2017; ; ; ; 
-58.39514760000000;-34.588014800000003;25;TIRO LOCO;LOPEZ, VICENTE 2188; ;11118/05;177;CC;BAJA INSC:DISP. CONJUNTA NRO 007/2010;28;14/03/2005;38;17/03/2006; ; ;38;17/03/2006; ; ; ; ; ; 
-58.45394060000000;-34.552258999999999;139;UGARTE;UGARTE, MANUEL 1640; ;832758/10;992;C;RENOVADO 2017;82;10/05/2013;56;19/05/2017; ; ;149;23/09/2013;11/08/2017;11/11/2017; ; ; ; 
-58.41222760000000;-34.602713100000003;81;UNI CLUB;GUARDIA VIEJA 3360; ;30099/06;630;C;RENOVADO 2017;101;11/08/2006;74;04/08/2017; ; ;97;16/11/2007;25/07/2017;27/10/2017; ; ; ; 
-58.43825780000000;-34.564971499999999;31;VELVET FRERE;OLLEROS AV. 1775; ;10668/05;650;C;RENOVADO 2017;34;16/03/2005;17;22/02/2017; ; ;19;04/03/2009;13/09/2017;15/12/2017; ; ; ; 
-58.43495310000000;-34.608824499999997;129;VIEJO CORREO;DIAZ VELEZ AV. 4820; ;37589/09;300;C;INSCRIPCION VENCIDA;119;04/11/2011;133;18/12/2015; ; ;119;04/11/2011;22/03/2016;22/06/2016;INSCRIPCION VENCIDA; ; ; 
-58.44821319999999;-34.556946500000002;96;VIPER;JURAMENTO 1543; ;81882/07;238;CC;RENOVADO 2017;104;21/12/2007;53;04/05/2017; ; ;104;21/12/2007;31/07/2017;15/09/2017; ; ; ; 
-58.43401099999999;-34.5860281;146;VITA;HONDURAS 5450; ;29349757/15;756;C;RENOVADO 2016;103;29/10/2015;102;20/10/2016; ; ;103;29/10/2015;04/07/2017;30/09/2017; ; ; ; 
-58.38003880000000;-34.609591000000002;99;VOX;YRIGOYEN, HIPOLITO 968; ;48523/08;532;C;RENOVADO 2017;94;07/11/2008;24;07/03/2017; ; ;94;07/11/2008;01/09/2017;03/12/2017; ; ; ; 
-58.43564599999999;-34.586685199999998;123;WANNA;DARWIN 1574 / AV. J. B. JUSTO 1634; ;519875/11;539;C;RENOVADO 2017;59;28/04/2011;54;10/05/2017; ; ;31;10/03/2017;29/09/2017;28/12/2017; ; ; ; 
-58.44843439999999;-34.546924799999999;16;WESTERN;FIGUEROA ALCORTA, PRES. AV. 7536; ;10602/05;320;C;RENOVADO 2017;17;03/03/2005;41;21/03/2017; ; ;89;06/07/2006;30/08/2017;11/11/2017; ; ; ; 
-58.4388565;-34.587152699999997;109;WET CLUB;VEGA, NICETO, CNEL. AV. 5534; ;48222/09;272;CC; INSCRIPCION VENCIDA;87;28/08/2009;116;20/10/2011; ; ;87;28/08/2009;10/09/2014;06/09/2014;INSCRIPCION VENCIDA; ; ; 
-58.36432750000000;-34.601027299999998;126;WHO;DE LA BARRA,  EMMA 333; ;990186/11;490;C;INSCRIPCION VENCIDA;89;22/07/2011; ; ; ; ;89;22/07/2011; ;05/11/2012;INSCRIPCION VENCIDA; ; ; 
-58.50792650000000;-34.592908000000001;11;XEL - HA;SAN MARTIN AV. 6628; ;10614/05;692;C;RENOVADO 2017;12;03/03/2005;37;16/03/2017; ; ;70;10/06/2005;17/08/2017;17/11/2017; ; ; ; 
-58.37961889999999;-34.601523499999999;122;YOUR CLUB;SUIPACHA 586; ;254976/11;520;C;RENOVADO 2017;43;23/03/2011;42;23/03/2017; ; ;43;23/03/2011;25/09/2017;30/10/2017; ; ; ; 
